Frame,X,Y,Z,W,Timestamp
0,0.48535156,0.5969238,-0.4312744,-0.47131348,23630532
1,0.48535156,0.5969238,-0.4312744,-0.47131348,23630532
2,0.4835205,0.59820557,-0.4321289,-0.47076416,23643212
3,0.4835205,0.59820557,-0.4321289,-0.47076416,23643212
4,0.4835205,0.59820557,-0.4321289,-0.47076416,23643212
5,0.48181152,0.5993042,-0.4326172,-0.4706421,23652288
6,0.48181152,0.5993042,-0.4326172,-0.4706421,23652288
7,0.48181152,0.5993042,-0.4326172,-0.4706421,23652288
8,0.4802246,0.6003418,-0.4329834,-0.4706421,23663596
9,0.4802246,0.6003418,-0.4329834,-0.4706421,23663596
10,0.4802246,0.6003418,-0.4329834,-0.4706421,23663596
11,0.47888184,0.60131836,-0.43347168,-0.47027588,23672684
12,0.47888184,0.60131836,-0.43347168,-0.47027588,23672684
13,0.47888184,0.60131836,-0.43347168,-0.47027588,23672684
14,0.4777832,0.6022339,-0.43414307,-0.46966553,23681772
15,0.4777832,0.6022339,-0.43414307,-0.46966553,23681772
16,0.4777832,0.6022339,-0.43414307,-0.46966553,23681772
17,0.4772339,0.6029053,-0.43481445,-0.46868896,23690868
18,0.4772339,0.6029053,-0.43481445,-0.46868896,23690868
19,0.4772339,0.6029053,-0.43481445,-0.46868896,23690868
20,0.47747803,0.60339355,-0.4352417,-0.46746826,23702884
21,0.47747803,0.60339355,-0.4352417,-0.46746826,23702884
22,0.47747803,0.60339355,-0.4352417,-0.46746826,23702884
23,0.47839355,0.60388184,-0.43548584,-0.46551514,23713732
24,0.47839355,0.60388184,-0.43548584,-0.46551514,23713732
25,0.47839355,0.60388184,-0.43548584,-0.46551514,23713732
26,0.4796753,0.60491943,-0.43566895,-0.4628296,23722836
27,0.4796753,0.60491943,-0.43566895,-0.4628296,23722836
28,0.4796753,0.60491943,-0.43566895,-0.4628296,23722836
29,0.48120117,0.60614014,-0.43572998,-0.45959473,23731924
30,0.48120117,0.60614014,-0.43572998,-0.45959473,23731924
31,0.48120117,0.60614014,-0.43572998,-0.45959473,23731924
32,0.4827881,0.6074829,-0.4356079,-0.45617676,23741012
33,0.4827881,0.6074829,-0.4356079,-0.45617676,23741012
34,0.4827881,0.6074829,-0.4356079,-0.45617676,23741012
35,0.48413086,0.6090698,-0.4354248,-0.4527588,23753036
36,0.48413086,0.6090698,-0.4354248,-0.4527588,23753036
37,0.48413086,0.6090698,-0.4354248,-0.4527588,23753036
38,0.48516846,0.6109619,-0.43511963,-0.4494629,23760292
39,0.48516846,0.6109619,-0.43511963,-0.4494629,23760292
40,0.48516846,0.6109619,-0.43511963,-0.4494629,23760292
41,0.4859619,0.61279297,-0.43463135,-0.4465332,23772980
42,0.48669434,0.6142578,-0.43395996,-0.44439697,23780700
43,0.48669434,0.6142578,-0.43395996,-0.44439697,23780700
44,0.48669434,0.6142578,-0.43395996,-0.44439697,23780700
45,0.48736572,0.61535645,-0.4331665,-0.44293213,23792668
46,0.48736572,0.61535645,-0.4331665,-0.44293213,23792668
47,0.48736572,0.61535645,-0.4331665,-0.44293213,23792668
48,0.487854,0.616333,-0.43225098,-0.44189453,23801752
49,0.487854,0.616333,-0.43225098,-0.44189453,23801752
50,0.487854,0.616333,-0.43225098,-0.44189453,23801752
51,0.4887085,0.618042,-0.4298706,-0.44085693,23822144
52,0.4887085,0.618042,-0.4298706,-0.44085693,23822144
53,0.4887085,0.618042,-0.4298706,-0.44085693,23822144
54,0.48913574,0.6185303,-0.42840576,-0.4411621,23831272
55,0.48913574,0.6185303,-0.42840576,-0.4411621,23831272
56,0.48913574,0.6185303,-0.42840576,-0.4411621,23831272
57,0.48944092,0.61883545,-0.42681885,-0.44189453,23840412
58,0.48944092,0.61883545,-0.42681885,-0.44189453,23840412
59,0.48944092,0.61883545,-0.42681885,-0.44189453,23840412
60,0.4897461,0.6189575,-0.42523193,-0.44293213,23853144
61,0.4897461,0.6189575,-0.42523193,-0.44293213,23853144
62,0.4897461,0.6189575,-0.42523193,-0.44293213,23853144
63,0.4901123,0.6189575,-0.4237671,-0.44403076,23862280
